0, "24", 1, 0.0, 0.0, "", False
0, "1", 1, 0.64, 661.0, "", True
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.82, 352.0, "", True
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.5, 21728.0, "", True
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.78, 9841.0, "", True
0, "1", 1, 0.52, 15376.0, "", True
0, "1", 1, 0.53, 15602.0, "", True
0, "1", 1, 0.0, 0.0, "", False
0, "1", 1, 0.0, 0.0, "", False
